input,subject,subject_type,data/object,relation,object,object_type
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,多层注意力卷积神经网络,知识表示,data,内容,将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果,描述
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,多层注意力卷积神经网络,知识表示,data,英文名,Multi-levelAttention_CNN,文本
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,多层注意力卷积神经网络,知识表示,object,实现,关系提取,知识抽取
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,注意力机制,知识表示,data,作用,对反映实体关系更重要的词语赋予更大的权重,描述
其模型的结构如图4-10所示，在输入层，模型引入了词与实体相关的注意力，同时还在池化和混合层引入了针对目标关系类别的注意力。,输入层,知识表示,data,内容,词与实体相关的注意力,知识表示
其模型的结构如图4-10所示，在输入层，模型引入了词与实体相关的注意力，同时还在池化和混合层引入了针对目标关系类别的注意力。,池化层,知识表示,data,内容,针对目标关系类别的注意力,知识表示
其模型的结构如图4-10所示，在输入层，模型引入了词与实体相关的注意力，同时还在池化和混合层引入了针对目标关系类别的注意力。,混合层,知识表示,data,内容,针对目标关系类别的注意力,知识表示
图4-12关系抽取模型在SemEval-2010_Task_8数据集F1值对比（%）（2）基于深度学习的联合关系抽取方法。,联合关系抽取方法,知识抽取,data,方法,基于深度学习的联合关系抽取方法,描述
在流水线关系抽取方法中，实体抽取和关系抽取两个过程是分离的。,流水线关系抽取方法,知识抽取,data,方法,实体抽取和关系抽取两个过程是分离的,描述
联合关系抽取方法则是将实体抽取和关系抽取相结合，图4-13展示的是一个实体抽取和关系抽取的联合模型[13]。,联合关系抽取方法,知识抽取,data,方法,将实体抽取和关系抽取相结合,描述
联合关系抽取方法则是将实体抽取和关系抽取相结合，图4-13展示的是一个实体抽取和关系抽取的联合模型[13]。,联合模型,知识抽取,data,内容,实体抽取和关系抽取,描述
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,实体识别,知识抽取,data,方法,在序列层上构建从左到右的实体识别,描述
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,关系分类,知识抽取,data,方法,实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系,描述
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,关系分类,知识抽取,data,作用,实现依存关系层上的关系分类,描述
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,LSTM-RNN,知识表示,data,内容,每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系,描述
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,解码过程,知识处理,object,包含,实体识别,知识抽取
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,解码过程,知识处理,object,包含,关系分类,知识抽取
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,模型,知识抽取,object,实现,关系分类,知识抽取
图4-13实体抽取和关系抽取的联合模型[13]3.基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据。,实体抽取和关系抽取的联合模型,知识抽取,data,内容,基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据,描述
图4-13实体抽取和关系抽取的联合模型[13]3.基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据。,关系抽取,知识抽取,data,方法,基于监督学习的关系抽取方法,方法
图4-13实体抽取和关系抽取的联合模型[13]3.基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据。,关系抽取,知识抽取,data,方法,基于弱监督学习的关系抽取方法,方法
图4-13实体抽取和关系抽取的联合模型[13]3.基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据。,监督学习,知识抽取,data,缺点,需要大量的训练语料,描述
图4-13实体抽取和关系抽取的联合模型[13]3.基于弱监督学习的关系抽取方法基于监督学习的关系抽取方法需要大量的训练语料，特别是基于深度学习的方法，模型的优化更依赖大量的训练数据。,深度学习,知识表示,data,缺点,模型的优化更依赖大量的训练数据,描述
基于弱监督学习的关系抽取方法主要包括远程监督方法和Bootstrapping方法。,关系抽取方法,知识抽取,data,方法,远程监督方法和Bootstrapping方法,知识抽取
基于弱监督学习的关系抽取方法主要包括远程监督方法和Bootstrapping方法。,关系抽取方法,知识抽取,object,包含,远程监督方法,知识抽取
基于弱监督学习的关系抽取方法主要包括远程监督方法和Bootstrapping方法。,关系抽取方法,知识抽取,object,包含,Bootstrapping方法,知识抽取
远程监督方法通过将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力。,远程监督方法,知识抽取,data,内容,将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力,描述
远程监督方法通过将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力。,远程监督方法,知识抽取,object,包含,知识图谱,知识图谱
远程监督方法通过将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力。,远程监督方法,知识抽取,object,包含,非结构化文本,知识表示
远程监督方法通过将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力。,远程监督方法,知识抽取,object,包含,训练数据,知识抽取
远程监督方法的基本假设是如果两个实体在知识图谱中存在某种关系，则包含两个实体的句子均表达了这种关系。,远程监督方法,知识抽取,data,被定义为,如果两个实体在知识图谱中存在某种关系，则包含两个实体的句子均表达了这种关系,定义
远程监督方法的基本假设是如果两个实体在知识图谱中存在某种关系，则包含两个实体的句子均表达了这种关系。,远程监督方法,知识抽取,data,特点,基本假设是如果两个实体在知识图谱中存在某种关系，则包含两个实体的句子均表达了这种关系,描述
例如，在某知识图谱中存在实体关系创始人（乔布斯，苹果公司），则包含实体乔布斯和苹果公司的句子“乔布斯是苹果公司的联合创始人和CEO”则可被用作关系创始人的训练正例。,实体关系,知识表示,data,内容,创始人（乔布斯，苹果公司）,属性文本
例如，在某知识图谱中存在实体关系创始人（乔布斯，苹果公司），则包含实体乔布斯和苹果公司的句子“乔布斯是苹果公司的联合创始人和CEO”则可被用作关系创始人的训练正例。,训练正例,知识抽取,data,内容,乔布斯是苹果公司的联合创始人和CEO,句子
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,data,内容,从知识图谱中抽取存在目标关系的实体对；从非结构化文本中抽取含有实体对的句子作为训练样例；训练监督学习模型进行关系抽取,描述
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,知识图谱,知识图谱
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,目标关系,知识表示
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,实体对,知识表示
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,非结构化文本,知识存储
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,训练样例,知识抽取
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,监督学习模型,知识推理
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,包含,关系抽取,知识抽取
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,前提,知识图谱,知识图谱
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,前提,非结构化文本,知识存储
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,知识抽取,object,前提,监督学习模型,知识推理
远程监督关系抽取方法可以利用丰富的知识图谱信息获取训练数据，有效地减少了人工标注的工作量。,远程监督关系抽取方法,知识抽取,data,方法,利用丰富的知识图谱信息获取训练数据，有效地减少了人工标注的工作量,描述
远程监督关系抽取方法可以利用丰富的知识图谱信息获取训练数据，有效地减少了人工标注的工作量。,远程监督关系抽取方法,知识抽取,object,实现,知识图谱,知识图谱
但是，基于远程监督的假设，大量噪声会被引入到训练数据中，从而引发语义漂移的现象。,远程监督,知识抽取,data,缺点,大量噪声会被引入到训练数据中，从而引发语义漂移的现象,描述
为了改进远程监督实体关系抽取方法，一些研究围绕如何克服训练数据中的噪声问题展开。,远程监督实体关系抽取方法,知识抽取,data,内容,改进远程监督实体关系抽取方法，一些研究围绕如何克服训练数据中的噪声问题展开,描述
Guoliang_Ji等人在发表于AAAI2017的论文中提出了基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs[14]。,神经网络关系抽取模型,知识抽取,data,方法,基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs,方法描述
Guoliang_Ji等人在发表于AAAI2017的论文中提出了基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs[14]。,句子级注意力,知识抽取,data,内容,基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs,描述
Guoliang_Ji等人在发表于AAAI2017的论文中提出了基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs[14]。,实体描述,知识抽取,data,内容,基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs,描述
实验结果表明，该模型可以有效地提高远程监督关系抽取的准确率。,远程监督关系抽取,知识抽取,data,作用,该模型可以有效地提高远程监督关系抽取的准确率,描述
Bootstrapping方法利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中。,Bootstrapping方法,知识抽取,data,方法,利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中,描述
通过不断地迭代，Bootstrapping方法可以从文本中抽取关系的大量实例。,Bootstrapping方法,知识抽取,data,方法,从文本中抽取关系的大量实例,知识抽取
有很多实体关系抽取系统都采用了Bootstrapping方法。,实体关系抽取系统,知识抽取,data,方法,Bootstrapping方法,知识抽取
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,非结构化文本,知识抽取,data,内容,从Web上大量非结构化文本中抽取新的实例,描述
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,实体关系,知识抽取,data,内容,迭代地获取实体关系,描述
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,Bootstrapping方法,知识抽取,data,作用,利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系,描述
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,Bootstrapping方法,知识抽取,data,特点,较早使用,描述
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,DIPER,系统,data,方法,Bootstrapping方法,知识抽取
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,关系抽取系统,知识抽取,data,方法,模板生成和关系抽取的新策略,知识抽取
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,模板生成,知识抽取,data,内容,模板生成和关系抽取的新策略,方法
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,关系抽取,知识抽取,data,内容,模板生成和关系抽取的新策略,方法
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,Snowball关系抽取系统,知识抽取,object,实现,关系抽取,知识抽取
在关系抽取过程中，Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合。,关系抽取,知识抽取,data,内容,Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合,描述
在关系抽取过程中，Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合。,种子集合,知识存储,data,内容,Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合,描述
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,KnowItAll抽取系统,知识抽取,data,目标,从Web文本中抽取非特定领域的事实信息,描述
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,KnowItAll抽取系统,知识抽取,data,特点,关系抽取的准确率能达到90%,描述
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,KnowItAll抽取系统,知识抽取,object,实现,关系抽取,知识抽取
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,关系抽取,知识抽取,data,内容,准确率能达到90%,描述
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,关系抽取,知识抽取,data,作用,从Web文本中抽取非特定领域的事实信息,功能描述
此后，一些基于Bootstrapping的系统加入了更合理的模板描述、限制条件和评分策略，进一步提高了关系抽取的准确率。,Bootstrapping的系统,知识抽取,data,方法,加入了更合理的模板描述、限制条件和评分策略,描述
此后，一些基于Bootstrapping的系统加入了更合理的模板描述、限制条件和评分策略，进一步提高了关系抽取的准确率。,关系抽取,知识抽取,data,内容,准确率,描述
例如NELL系统[19]，它以初始本体和少量种子作为输入，从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能。,NELL系统,知识图谱项目,data,目标,从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能,描述
例如NELL系统[19]，它以初始本体和少量种子作为输入，从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能。,NELL系统,知识图谱项目,data,方法,以初始本体和少量种子作为输入，从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能,描述
Bootstrapping方法的优点是关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,Bootstrapping方法,知识抽取,data,特点,关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力,描述
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping方法,知识抽取,data,缺点,对初始种子较为敏感、存在语义漂移问题、结果准确率较低等,描述
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping方法,知识抽取,object,包含,初始种子,知识抽取
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping方法,知识抽取,object,包含,语义漂移问题,知识抽取
4.2.3事件抽取事件是指发生的事情，通常具有时间、地点、参与者等属性。,事件,知识抽取,data,被定义为,发生的事情，通常具有时间、地点、参与者等属性,描述
4.2.3事件抽取事件是指发生的事情，通常具有时间、地点、参与者等属性。,事件抽取,知识抽取,data,内容,事件是指发生的事情，通常具有时间、地点、参与者等属性,描述
事件抽取是指从自然语言文本中抽取出用户感兴趣的事件信息，并以结构化的形式呈现出来，例如事件发生的时间、地点、发生原因、参与者等。,事件抽取,知识抽取,data,被定义为,从自然语言文本中抽取出用户感兴趣的事件信息，并以结构化的形式呈现出来，例如事件发生的时间、地点、发生原因、参与者等,描述
基于一段苹果公司举办产品发布会的新闻报道，可以通过事件抽取方法自动获取报道事件的结构化信息，包括事件类型、涉及公司、发生时间及地点、所发布的产品。,事件抽取方法,知识抽取,data,内容,自动获取报道事件的结构化信息，包括事件类型、涉及公司、发生时间及地点、所发布的产品,描述
基于一段苹果公司举办产品发布会的新闻报道，可以通过事件抽取方法自动获取报道事件的结构化信息，包括事件类型、涉及公司、发生时间及地点、所发布的产品。,结构化信息,知识表示,data,内容,事件类型、涉及公司、发生时间及地点、所发布的产品,描述
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,知识抽取,data,内容,识别事件触发词及事件类型；抽取事件元素的同时判断其角色；抽出描述事件的词组或句子；事件属性标注；事件共指消解,描述信息
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件触发词,知识抽取,data,内容,识别事件触发词及事件类型,描述信息
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件类型,知识抽取,data,内容,识别事件触发词及事件类型,描述信息
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件元素,知识抽取,data,内容,抽取事件元素的同时判断其角色,描述信息
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件属性标注,知识抽取,data,内容,事件属性标注,描述信息
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件共指消解,知识抽取,data,内容,事件共指消解,描述信息
图4-16事件抽取示例已有的事件抽取方法可以分为流水线方法和联合抽取方法两大类。,事件抽取,知识抽取,data,方法,流水线方法和联合抽取方法,知识抽取
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,流水线方法,知识抽取,data,方法,将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施,描述
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,流水线方法,知识抽取,object,由组成,事件识别,知识抽取
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,流水线方法,知识抽取,object,由组成,元素抽取,知识抽取
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,流水线方法,知识抽取,object,由组成,属性分类,知识抽取
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,流水线方法,知识抽取,object,由组成,可报告性判别,知识抽取
一个基本的事件抽取流水线需要的分类器包括：（1）事件触发词分类器。,事件抽取流水线,知识抽取,object,由组成,事件触发词分类器,知识抽取
判断词汇是否为事件触发词，并基于触发词信息对事件类别进行分类。,事件触发词,知识抽取,data,作用,判断词汇是否为事件触发词，并基于触发词信息对事件类别进行分类,功能描述
判断词汇是否为事件触发词，并基于触发词信息对事件类别进行分类。,事件类别,知识表示,data,内容,基于触发词信息对事件类别进行分类,描述
表4-2列出了在事件抽取过程中，触发词分类和元素分类常用的分类特征。,触发词分类,知识抽取,data,内容,常用的分类特征,描述
表4-2列出了在事件抽取过程中，触发词分类和元素分类常用的分类特征。,元素分类,知识抽取,data,内容,常用的分类特征,描述
为了解决这一问题，一些研究工作提出了事件的联合抽取方法。,事件的联合抽取方法,知识抽取,data,方法,为了解决这一问题，一些研究工作提出了事件的联合抽取方法,描述
在联合抽取方法中，事件的所有相关信息会通过一个模型同时抽取出来。,联合抽取方法,知识抽取,data,特点,事件的所有相关信息会通过一个模型同时抽取出来,描述
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,知识推理,data,内容,首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果,描述
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,知识推理,data,目标,获得事件抽取各个子任务的结果,知识抽取
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,知识推理,object,包含,事件抽取,知识抽取
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,知识推理,object,包含,目标函数,知识表示
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,联合建模,知识表示,data,内容,充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果,描述
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,联合建模,知识表示,data,方法,基于概率图模型进行联合建模,描述
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,联合建模,知识表示,object,实现,事件抽取,知识抽取
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,概率图模型,知识表示,object,实现,联合建模,知识表示
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,事件抽取,知识抽取,data,方法,联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果,描述
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,事件触发词,知识抽取,data,内容,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,描述
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,元素抽取,知识抽取,data,内容,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,描述
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,局部特征,知识表示,data,内容,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,描述
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,结构特征,知识表示,data,内容,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,描述
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,事件抽取,知识抽取,data,内容,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,描述
联合抽取模型将事件抽取问题转换成结构预测问题，并使用集束搜索方法进行求解。,联合抽取模型,知识抽取,data,方法,将事件抽取问题转换成结构预测问题，并使用集束搜索方法进行求解,描述
图4-17联合事件抽取方法图4-18事件触发词和事件元素示例图4-19事件抽取全局特征在事件抽取任务上，同样有一些基于深度学习的方法被提出。,联合事件抽取方法,知识抽取,data,方法,图4-17,图示
图4-17联合事件抽取方法图4-18事件触发词和事件元素示例图4-19事件抽取全局特征在事件抽取任务上，同样有一些基于深度学习的方法被提出。,事件抽取任务,知识抽取,data,方法,基于深度学习的方法,方法
传统的事件抽取方法通常需要借助外部的自然语言处理工具和大量的人工设计的特征；与之相比，深度学习方法具有以下优势：●减少了对外部工具的依赖，甚至不依赖外部工具，可以构建端到端的系统；●使用词向量作为输入，词向量蕴涵了丰富的语义信息；●神经网络具有自动提取句子特征的能力，避免了人工设计特征的烦琐工作。,事件抽取,知识抽取,data,方法,传统的事件抽取方法通常需要借助外部的自然语言处理工具和大量的人工设计的特征,描述
传统的事件抽取方法通常需要借助外部的自然语言处理工具和大量的人工设计的特征；与之相比，深度学习方法具有以下优势：●减少了对外部工具的依赖，甚至不依赖外部工具，可以构建端到端的系统；●使用词向量作为输入，词向量蕴涵了丰富的语义信息；●神经网络具有自动提取句子特征的能力，避免了人工设计特征的烦琐工作。,事件抽取,知识抽取,data,方法,深度学习方法具有以下优势：●减少了对外部工具的依赖，甚至不依赖外部工具，可以构建端到端的系统；●使用词向量作为输入，词向量蕴涵了丰富的语义信息；●神经网络具有自动提取句子特征的能力，避免了人工设计特征的烦琐工作,描述
