input	subject	subject_type	data/object	relation	object	object_type
DBpedia采用RDF语义数据模型，总共包含30亿个RDF三元组。	RDF三元组	知识表示	data	内容	总共包含30亿个RDF三元组	描述
Schema.org是从2011年开始，由Bing、Google、Yahoo和Yandex等搜索引擎公司共同支持的语义网项目。	Schema.org	知识图谱项目	data	链接	由Bing、Google、Yahoo和Yandex等搜索引擎公司共同支持的语义网项目	描述
Schema.org是从2011年开始，由Bing、Google、Yahoo和Yandex等搜索引擎公司共同支持的语义网项目。	Schema.org	知识图谱项目	object	实例	语义网	知识图谱
Schema.org支持各个网站采用语义标签（Semantic_Markup）的方式将语义化的链接数据嵌入到网页中。	Schema.org	知识图谱项目	data	作用	支持各个网站采用语义标签（Semantic_Markup）的方式将语义化的链接数据嵌入到网页中	功能描述
Schema.org支持各个网站采用语义标签（Semantic_Markup）的方式将语义化的链接数据嵌入到网页中。	语义标签	知识表示	data	英文名	Semantic_Markup	文本描述
搜索引擎自动收集和归集这些数据，快速地从网页中抽取语义化的数据。	语义化的数据	知识抽取	data	内容	搜索引擎自动收集和归集这些数据，快速地从网页中抽取语义化的数据	描述
Schema.org提供了一个词语本体，用于描述这些语义标签。	词语本体	知识表示	data	被定义为	用于描述这些语义标签	描述信息
Schema.org提供了一个词语本体，用于描述这些语义标签。	Schema.org	知识图谱项目	data	内容	词语本体	知识表示
目前，这个词汇本体已经包含600多个类和900多个关系，覆盖范围包括个人、组织机构、地点、时间、医疗、商品等。	词汇本体	知识表示	data	内容	600多个类和900多个关系，覆盖范围包括个人、组织机构、地点、时间、医疗、商品等	描述
谷歌于2015年推出的定制化知识图谱支持个人和企业在其网页中增加包括企业联系方法、个人社交信息等在内的语义标签，并通过这种方式快速汇集高质量的知识图谱数据。	知识图谱	知识图谱	data	内容	企业联系方法、个人社交信息等在内的语义标签	知识表示
谷歌于2015年推出的定制化知识图谱支持个人和企业在其网页中增加包括企业联系方法、个人社交信息等在内的语义标签，并通过这种方式快速汇集高质量的知识图谱数据。	知识图谱	知识图谱	data	作用	支持个人和企业在其网页中增加包括企业联系方法、个人社交信息等在内的语义标签，并通过这种方式快速汇集高质量的知识图谱数据	功能描述
谷歌于2015年推出的定制化知识图谱支持个人和企业在其网页中增加包括企业联系方法、个人社交信息等在内的语义标签，并通过这种方式快速汇集高质量的知识图谱数据。	语义标签	知识表示	data	作用	增加包括企业联系方法、个人社交信息等在内的信息	功能描述
谷歌的一份统计数据显示，超过31%的网页和1200万家网站已经使用了Schema.org发布语义化的链接数据。	Schema.org	知识图谱项目	data	作用	发布语义化的链接数据	链接
谷歌的一份统计数据显示，超过31%的网页和1200万家网站已经使用了Schema.org发布语义化的链接数据。	语义化的链接数据	链接	data	特点	超过31%的网页和1200万家网站已经使用了Schema.org发布语义化的链接数据	描述
Schema.org的本质是采用互联网众包的方式生成和收集高质量的知识图谱数据。	Schema.org	知识图谱	data	作用	采用互联网众包的方式生成和收集高质量的知识图谱数据	描述
Schema.org的本质是采用互联网众包的方式生成和收集高质量的知识图谱数据。	知识图谱	知识图谱	data	特点	高质量	描述
Schema.org的本质是采用互联网众包的方式生成和收集高质量的知识图谱数据。	知识图谱	知识图谱	data	方法	互联网众包	知识抽取
Schema.org的本质是采用互联网众包的方式生成和收集高质量的知识图谱数据。	互联网众包	知识抽取	data	特点	生成和收集高质量的知识图谱数据	描述
Wikidata的目标是构建一个免费开放、多语言、任何人或机器都可以编辑修改的大规模链接知识库。	Wikidata	知识图谱项目	data	被定义为	一个免费开放、多语言、任何人或机器都可以编辑修改的大规模链接知识库	描述
Wikidata的目标是构建一个免费开放、多语言、任何人或机器都可以编辑修改的大规模链接知识库。	Wikidata	知识图谱项目	object	包含	链接知识库	知识存储
Wikidata继承了Wikipedia的众包协作机制，但与Wikipedia不同的是，Wikidata支持以三元组为基础的知识条目（Item）的自由编辑。	Wikidata	知识图谱项目	data	内容	继承了Wikipedia的众包协作机制，支持以三元组为基础的知识条目（Item）的自由编辑	描述
Wikidata继承了Wikipedia的众包协作机制，但与Wikipedia不同的是，Wikidata支持以三元组为基础的知识条目（Item）的自由编辑。	Wikipedia	知识图谱项目	data	特点	众包协作机制	知识表示
Wikidata继承了Wikipedia的众包协作机制，但与Wikipedia不同的是，Wikidata支持以三元组为基础的知识条目（Item）的自由编辑。	众包协作机制	知识表示	data	作用	继承自Wikipedia以支持Wikidata的协作编辑	功能描述
一个三元组代表一个关于该条目的陈述（Statement）。	三元组	知识表示	data	被定义为	一个关于该条目的陈述（Statement）	定义
例如，可以给“地球”的条目增加“<地球，地表面积是，五亿平方公里>”的三元组陈述。	三元组	知识表示	data	内容	<地球，地表面积是，五亿平方公里>	知识表示
BabelNet是类似于WordNet的多语言词典知识库。	BabelNet	知识图谱项目	data	被定义为	类似于WordNet的多语言词典知识库	知识表示
BabelNet是类似于WordNet的多语言词典知识库。	BabelNet	知识图谱项目	data	英文名	BabelNet	知识图谱项目
BabelNet的目标是解决WordNet在非英语语种中数据缺乏的问题。	BabelNet	知识图谱项目	data	目标	解决WordNet在非英语语种中数据缺乏的问题	描述
BabelNet的目标是解决WordNet在非英语语种中数据缺乏的问题。	BabelNet	知识图谱项目	object	实例	WordNet	知识图谱项目
BabelNet采用的方法是将WordNet词典与Wikipedia集成。	BabelNet	知识图谱项目	data	方法	将WordNet词典与Wikipedia集成	方法描述
BabelNet采用的方法是将WordNet词典与Wikipedia集成。	BabelNet	知识图谱项目	data	链接	WordNet	知识图谱项目
BabelNet采用的方法是将WordNet词典与Wikipedia集成。	BabelNet	知识图谱项目	data	链接	Wikipedia	知识图谱项目
首先建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇。	WordNet	知识图谱项目	data	方法	建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇	描述
首先建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇。	WordNet	知识图谱项目	object	前提	Wikipedia	知识图谱项目
首先建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇。	WordNet	知识图谱项目	object	前提	多语言链接	链接
首先建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇。	WordNet	知识图谱项目	object	前提	机器翻译技术	知识抽取
首先建立WordNet中的词与Wikipedia的页面标题的映射，然后利用Wikipedia中的多语言链接，再辅以机器翻译技术，给WordNet增加多种语言的词汇。	Wikipedia	知识图谱项目	data	链接	多语言链接	链接
BabelNet3.7包含了271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组。	BabelNet3.7	知识图谱项目	data	内容	271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组	描述
BabelNet3.7包含了271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组。	同义词组	知识表示	data	内容	1400万个	数量
BabelNet3.7包含了271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组。	词语关系	知识表示	data	内容	36.4万个	数量
BabelNet3.7包含了271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组。	链接关系	链接	data	内容	3.8亿个从Wikipedia中抽取的	来源及数量
BabelNet3.7包含了271种语言、1400万个同义词组、36.4万个词语关系和3.8亿个从Wikipedia中抽取的链接关系，总计超过19亿个RDF三元组。	RDF三元组	知识存储	data	内容	超过19亿个	数量
BabelNet集成了WordNet在词语关系上的优势和Wikipedia在多语言语料方面的优势，成功构建了目前最大规模的多语言词典知识库。	BabelNet	知识图谱项目	data	内容	集成了WordNet在词语关系上的优势和Wikipedia在多语言语料方面的优势，成功构建了目前最大规模的多语言词典知识库	描述
BabelNet集成了WordNet在词语关系上的优势和Wikipedia在多语言语料方面的优势，成功构建了目前最大规模的多语言词典知识库。	BabelNet	知识图谱项目	data	链接	WordNet	知识图谱项目
BabelNet集成了WordNet在词语关系上的优势和Wikipedia在多语言语料方面的优势，成功构建了目前最大规模的多语言词典知识库。	BabelNet	知识图谱项目	data	链接	Wikipedia	知识图谱项目
BabelNet集成了WordNet在词语关系上的优势和Wikipedia在多语言语料方面的优势，成功构建了目前最大规模的多语言词典知识库。	BabelNet	知识图谱项目	object	实例	多语言词典知识库	知识图谱
NELL（Never-Ending_Language_Learner）是卡内基梅隆大学开发的知识库。	NELL（Never-Ending_Language_Learner）	知识图谱项目	data	被定义为	卡内基梅隆大学开发的知识库	描述
NELL（Never-Ending_Language_Learner）是卡内基梅隆大学开发的知识库。	NELL（Never-Ending_Language_Learner）	知识图谱项目	data	英文名	Never-Ending_Language_Learner	字符串
NELL（Never-Ending_Language_Learner）是卡内基梅隆大学开发的知识库。	NELL（Never-Ending_Language_Learner）	知识图谱项目	object	实例	知识库	知识存储
NELL主要采用互联网挖掘的方法从Web中自动抽取三元组知识。	NELL	知识图谱项目	data	内容	采用互联网挖掘的方法从Web中自动抽取三元组知识	描述
NELL的基本理念是：给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识。	本体	知识表示	data	被定义为	少量类和关系的定义	描述
NELL的基本理念是：给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识。	NELL	知识图谱项目	data	内容	给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识	描述
NELL的基本理念是：给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识。	NELL	知识图谱项目	object	包含	本体	知识表示
NELL的基本理念是：给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识。	NELL	知识图谱项目	object	包含	自学习	知识抽取
NELL的基本理念是：给定一个初始的本体（少量类和关系的定义）和少量样本，让机器能够通过自学习的方式不断地从Web中学习和抽取新的知识。	自学习	知识抽取	data	方法	不断地从Web中学习和抽取新的知识	描述
Yago是由德国马普研究所研制的链接数据库。	Yago	知识图谱项目	data	链接	德国马普研究所研制的链接数据库	知识存储
Yago主要集成了Wikipedia、WordNet和GeoNames三个数据库的数据。	Yago	知识图谱项目	data	内容	Wikipedia、WordNet和GeoNames三个数据库的数据	知识存储
Yago主要集成了Wikipedia、WordNet和GeoNames三个数据库的数据。	Wikipedia	知识图谱项目	data	链接	https://www.wikipedia.org/	URL
Yago主要集成了Wikipedia、WordNet和GeoNames三个数据库的数据。	WordNet	知识图谱项目	data	链接	https://wordnet.princeton.edu/	URL
Yago主要集成了Wikipedia、WordNet和GeoNames三个数据库的数据。	GeoNames	知识图谱项目	data	链接	https://www.geonames.org/	URL
Yago将WordNet的词汇定义与Wikipedia的分类体系进行了融合集成，使得Yago具有更加丰富的实体分类体系。	Yago	知识图谱项目	data	方法	将WordNet的词汇定义与Wikipedia的分类体系进行了融合集成	方法描述
Yago将WordNet的词汇定义与Wikipedia的分类体系进行了融合集成，使得Yago具有更加丰富的实体分类体系。	Yago	知识图谱项目	data	特点	更加丰富的实体分类体系	知识表示
Yago还考虑了时间和空间知识，为很多知识条目增加了时间和空间维度的属性描述。	时间和空间知识	知识表示	data	内容	为很多知识条目增加了时间和空间维度的属性描述	属性文本
目前，Yago包含1.2亿条三元组知识。	Yago	知识图谱项目	data	内容	1.2亿条三元组知识	知识表示
Yago也是IBM_Watson的后端知识库之一。	IBM_Watson	知识图谱项目	object	包含	Yago	知识图谱项目
Yago也是IBM_Watson的后端知识库之一。	Yago	知识图谱项目	object	实例	后端知识库	知识存储
MicrosoftConceptGraph是以概念层次体系为中心的知识图谱。	MicrosoftConceptGraph	知识图谱项目	data	内容	概念层次体系	知识表示
MicrosoftConceptGraph是以概念层次体系为中心的知识图谱。	MicrosoftConceptGraph	知识图谱项目	data	作用	以概念层次体系为中心的知识图谱	知识图谱
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	概念化	知识表示	data	被定义为	给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等	描述
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	ConceptGraph	知识图谱项目	data	内容	以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”	描述
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	ConceptGraph	知识图谱项目	object	包含	概念定义	知识表示
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	ConceptGraph	知识图谱项目	object	包含	概念之间的念	知识表示
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	ConceptGraph	知识图谱项目	object	包含	IsA关系	知识表示
例如，给定一个概谱不同，ConceptGraph以概念定义和概念之间的念“Microsoft”,ConceptGraph返回一组与“微软”有IsA关系概念组“Company”“SoftwareCompany”“Largest_OS_Vender”等，被称为概念化“Conceptualization”。	ConceptGraph	知识图谱项目	object	实例	概念化	知识表示
ConceptGraph可以用于短文本理解和语义消歧。	ConceptGraph	知识图谱项目	data	作用	短文本理解和语义消歧	知识抽取和知识推理
例如，给定一个短文本“the_engineer_is_eating_the_apple”，可以利用ConceptGraph正确理解其中“apple”的含义是“吃的苹果”还是“苹果公司”。	ConceptGraph	知识图谱项目	data	英文名	ConceptGraph	字符串
例如，给定一个短文本“the_engineer_is_eating_the_apple”，可以利用ConceptGraph正确理解其中“apple”的含义是“吃的苹果”还是“苹果公司”。	ConceptGraph	知识图谱项目	data	作用	正确理解其中“apple”的含义是“吃的苹果”还是“苹果公司”	描述
ConceptGraph主要通过从互联网和网络日志中挖掘数据进行构建。	ConceptGraph	知识图谱项目	data	内容	从互联网和网络日志中挖掘数据进行构建	描述
ConceptGraph主要通过从互联网和网络日志中挖掘数据进行构建。	ConceptGraph	知识图谱项目	data	链接	互联网	知识抽取
ConceptGraph主要通过从互联网和网络日志中挖掘数据进行构建。	ConceptGraph	知识图谱项目	data	链接	网络日志	知识抽取
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	LOD（Linked_Open_Data）	知识图谱项目	data	英文名	Linked_Open_Data	字符串
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	LOD（Linked_Open_Data）	知识图谱项目	data	目标	实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想	描述
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	LOD（Linked_Open_Data）	知识图谱项目	object	实现	语义网	知识表示
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	LOD（Linked_Open_Data）	知识图谱项目	object	前提	链接数据（Linked_Data）	知识表示
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	链接数据（Linked_Data）	知识表示	data	英文名	Linked_Data	字符串
LOD（Linked_Open_Data）的初衷是为了实现Tim_Berners-Lee在2006年发表的有关链接数据（Linked_Data）作为语义网的一种实现的设想。	链接数据（Linked_Data）	知识表示	object	实例	语义网	知识表示
LOD遵循了Tim提出的进行数据链接的四个规则，即：使用URI标识万物；使用HTTP_URI，以便用户可以（像访问网页一样）查看事物的描述；使用RDF和SPARQL标准；为事物添加与其他事物的URI链接，建立数据关联。	LOD	知识图谱项目	data	内容	遵循了Tim提出的进行数据链接的四个规则，即：使用URI标识万物；使用HTTP_URI，以便用户可以（像访问网页一样）查看事物的描述；使用RDF和SPARQL标准；为事物添加与其他事物的URI链接，建立数据关联	描述
被链接最多的是DBpedia的数据。	DBpedia	知识图谱项目	data	链接	被链接最多的是DBpedia的数据	描述
1.4.3中文开放知识图谱OpenKG是一个面向中文域开放知识图谱的社区项目，主要目的是促进中文领域知识图谱数据的开放与互联。	中文开放知识图谱	知识图谱项目	data	内容	促进中文领域知识图谱数据的开放与互联	目的
1.4.3中文开放知识图谱OpenKG是一个面向中文域开放知识图谱的社区项目，主要目的是促进中文领域知识图谱数据的开放与互联。	中文开放知识图谱	知识图谱项目	data	英文名	OpenKG	字符串
1.4.3中文开放知识图谱OpenKG是一个面向中文域开放知识图谱的社区项目，主要目的是促进中文领域知识图谱数据的开放与互联。	中文开放知识图谱	知识图谱项目	data	特点	面向中文域开放知识图谱的社区项目	描述
OpenKG.CN聚集了大量开放的中文知识图谱数据、工具及文献，如图1-7所示。	OpenKG.CN	知识图谱项目	data	内容	开放的中文知识图谱数据、工具及文献	描述
OpenKG.CN聚集了大量开放的中文知识图谱数据、工具及文献，如图1-7所示。	OpenKG.CN	知识图谱项目	object	包含	中文知识图谱	知识图谱
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	Zhishi.me	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	CN-DBpedia	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	XLore	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	Belief-Engine	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	PKUPie	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	中文开放知识图谱数据	知识图谱数据	object	包含	ZhOnto	知识图谱项目
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	Zhishi.me	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	CN-DBpedia	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	XLore	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	Belief-Engine	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	PKUPie	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
典型的中文开放知识图谱数据包括百科类的Zhishi.me（狗尾草科技、东南大学）、CN-DBpedia（复旦大学）、XLore（清华大学）、Belief-Engine（中科院自动化所）、PKUPie（北京大学）、ZhOnto（狗尾草科技）等。	ZhOnto	知识图谱项目	object	实例	中文开放知识图谱数据	知识图谱类型
OpenKG对这些主要百科数据进行了链接计算和融合工作，并通过OpenKG提供开放的Dump或开放访问API，完成的链接数据集也向公众完全免费开放。	OpenKG	知识图谱项目	data	链接	提供开放的Dump或开放访问API	服务
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识建模工具	知识表示	data	英文名	Protege	知识图谱项目
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识融合工具	知识融合	data	英文名	Limes	知识图谱项目
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识问答工具	知识问答	data	英文名	YodaQA	知识图谱项目
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识抽取工具	知识抽取	data	英文名	DeepDive	知识图谱项目
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识图谱	知识图谱	object	包含	知识建模工具	知识表示
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识图谱	知识图谱	object	包含	知识融合工具	知识融合
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识图谱	知识图谱	object	包含	知识问答工具	知识问答
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	知识图谱	知识图谱	object	包含	知识抽取工具	知识抽取
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	Protege	知识图谱项目	object	实例	知识建模工具	知识表示
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	Limes	知识图谱项目	object	实例	知识融合工具	知识融合
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	YodaQA	知识图谱项目	object	实例	知识问答工具	知识问答
此外，OpenKG还对一些重要的知识图谱开源工具进行了收集和整理，包括知识建模工具Protege、知识融合工具Limes、知识问答工具YodaQA、知识抽取工具DeepDive等。	DeepDive	知识图谱项目	object	实例	知识抽取工具	知识抽取
图1-7OpenKG的主网站知识图谱Schema定义了知识图谱的基本类、术语、属性和关系等本体层概念。	Schema	知识表示	data	被定义为	知识图谱的基本类、术语、属性和关系等本体层概念	知识表示
图1-7OpenKG的主网站知识图谱Schema定义了知识图谱的基本类、术语、属性和关系等本体层概念。	OpenKG的主网站知识图谱Schema	知识表示	data	内容	本体层概念	知识表示
图1-7OpenKG的主网站知识图谱Schema定义了知识图谱的基本类、术语、属性和关系等本体层概念。	知识图谱Schema	知识表示	data	作用	定义了知识图谱的基本类、术语、属性和关系等本体层概念	描述
图1-7OpenKG的主网站知识图谱Schema定义了知识图谱的基本类、术语、属性和关系等本体层概念。	知识图谱	知识图谱	object	由组成	本体层概念	知识表示
cnSchema.ORG是OpenKG发起和完成的开放的知识图谱Schema标准。	cnSchema.ORG	知识图谱项目	data	被定义为	开放的知识图谱Schema标准	知识图谱
cnSchema.ORG是OpenKG发起和完成的开放的知识图谱Schema标准。	cnSchema.ORG	知识图谱项目	data	链接	OpenKG发起和完成的开放的知识图谱Schema标准	知识图谱
cnSchema.ORG是OpenKG发起和完成的开放的知识图谱Schema标准。	OpenKG	知识图谱项目	object	包含	知识图谱Schema标准	知识图谱
cnSchema的词汇集包括了上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义，以支持知识图谱数据的通用性、复用性和流动性。	cnSchema	知识图谱项目	data	内容	上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义	知识表示
cnSchema的词汇集包括了上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义，以支持知识图谱数据的通用性、复用性和流动性。	cnSchema	知识图谱项目	data	作用	支持知识图谱数据的通用性、复用性和流动性	知识表示
cnSchema的词汇集包括了上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义，以支持知识图谱数据的通用性、复用性和流动性。	词汇集	知识表示	data	特点	包括了上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义	描述
cnSchema的词汇集包括了上千种概念分类（classes）、数据类型（data_types）、属性（propertities）和关系（relations）等常用概念定义，以支持知识图谱数据的通用性、复用性和流动性。	知识图谱数据	知识图谱	data	特点	通用性、复用性和流动性	描述
结合中文的特点，复用、连接并扩展了Schema.org、Wikidata、Wikipedia等已有的知识图谱Schema标准，为中文领域的开放知识图谱、聊天机器人、搜索引擎优化等提供可供参考和扩展的数据描述和接口定义标准。	Schema标准	知识表示	data	内容	复用、连接并扩展了Schema.org、Wikidata、Wikipedia等已有的知识图谱Schema标准	描述
结合中文的特点，复用、连接并扩展了Schema.org、Wikidata、Wikipedia等已有的知识图谱Schema标准，为中文领域的开放知识图谱、聊天机器人、搜索引擎优化等提供可供参考和扩展的数据描述和接口定义标准。	Schema标准	知识表示	data	作用	为中文领域的开放知识图谱、聊天机器人、搜索引擎优化等提供可供参考和扩展的数据描述和接口定义标准	知识表示
