input	subject	subject_type	data/object	relation	object	object_type
百科中描述了两种上下位关系，一种是类别之间的上下位关系，对应概念的层次关系；另一种则是类别与文章之间的上下位关系，对应实体与概念之间的从属关系。	上下位关系	知识表示	object	包含	实体与概念之间的从属关系	知识表示
实体对齐可从开放链接数据集和百科中抽取上下位关系。	实体对齐	知识融合	data	内容	可从开放链接数据集和百科中抽取上下位关系	描述
WANG等人[17]引入了弱监督学习框架提取来自用户生成的类别关系，并提出了一种基于模式的关系选择方法，解决学习过程中“语义漂移”问题。	弱监督学习框架	知识抽取	data	方法	提取来自用户生成的类别关系	描述
WANG等人[17]引入了弱监督学习框架提取来自用户生成的类别关系，并提出了一种基于模式的关系选择方法，解决学习过程中“语义漂移”问题。	基于模式的关系选择方法	知识抽取	data	方法	解决学习过程中“语义漂移”问题	描述
数据模式的学习又称为概念的属性学习，一个属性的定义包含三个部分：属性名、属性的定义域、属性的值域。	数据模式的学习	知识表示	data	被定义为	概念的属性学习	知识表示
数据模式的学习又称为概念的属性学习，一个属性的定义包含三个部分：属性名、属性的定义域、属性的值域。	属性	知识表示	data	被定义为	包含三个部分：属性名、属性的定义域、属性的值域	知识表示
数据模式的学习又称为概念的属性学习，一个属性的定义包含三个部分：属性名、属性的定义域、属性的值域。	属性的定义	知识表示	data	内容	属性名、属性的定义域、属性的值域	知识表示
但概念的属性被定义好，属于该属性的实体则默认具备此属性，填充属性的值即可。	概念的属性	知识表示	data	被定义为	属于该属性的实体则默认具备此属性，填充属性的值即可	描述
概念属性的变更会直接影响到它的实体、其子概念以及这些概念下的实体。	概念属性	知识表示	object	包含	实体	知识表示
概念属性的变更会直接影响到它的实体、其子概念以及这些概念下的实体。	概念属性	知识表示	object	包含	子概念	知识表示
因此概念的属性定义十分重要，通常大部分知识库中的概念属性都是采用人工定义等方式生成的，通用知识图谱则可以从开放数据集中获取概念的属性，然后从在线百科中学习实体的属性，并对实体属性进行往上规约从而生成概念的属性。	概念属性	知识表示	data	方法	人工定义等方式生成的	方法描述
因此概念的属性定义十分重要，通常大部分知识库中的概念属性都是采用人工定义等方式生成的，通用知识图谱则可以从开放数据集中获取概念的属性，然后从在线百科中学习实体的属性，并对实体属性进行往上规约从而生成概念的属性。	通用知识图谱	知识图谱	data	方法	从开放数据集中获取概念的属性，然后从在线百科中学习实体的属性，并对实体属性进行往上规约从而生成概念的属性	方法描述
SU[18]提出了一种新的半监督方法，从维基百科页面自动提取属性。	半监督方法	知识抽取	data	方法	从维基百科页面自动提取属性	知识抽取
SU[18]提出了一种新的半监督方法，从维基百科页面自动提取属性。	半监督方法	知识抽取	data	链接	维基百科页面	知识存储
Logan_I_V等人[19]提出了多模态属性提取的任务，用来提取实体的基础属性。	多模态属性提取	知识抽取	data	作用	提取实体的基础属性	描述
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	通用知识图谱	知识图谱项目	data	内容	DBpedia、WordNet、ConceptNet、YAGO、Wikidata	知识图谱项目
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	DBpedia	知识图谱项目	object	实例	通用知识图谱	知识图谱项目
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	WordNet	知识图谱项目	object	实例	通用知识图谱	知识图谱项目
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	ConceptNet	知识图谱项目	object	实例	通用知识图谱	知识图谱项目
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	YAGO	知识图谱项目	object	实例	通用知识图谱	知识图谱项目
9.3领域知识图谱的应用案例典型的通用知识图谱项目有DBpedia、WordNet、ConceptNet、YAGO、Wikidata等，本书第1章已有详细介绍。	Wikidata	知识图谱项目	object	实例	通用知识图谱	知识图谱项目
如图9-2所示，领域知识图谱常常用来辅助各种复杂的分析应用或决策支持，在多个领域均有应用，不同领域的构建方案与应用形式则有所不同，本节将以电商、图书情报（以下简称“图情”）、生活娱乐、企业商业、创投、中医临床、金融证券七个领域为例，从图谱构建与知识应用两个方面介绍领域知识图谱的技术构建应用与研究现状。	领域知识图谱	知识图谱	data	内容	电商、图书情报（以下简称“图情”）、生活娱乐、企业商业、创投、中医临床、金融证券七个领域	领域
如图9-2所示，领域知识图谱常常用来辅助各种复杂的分析应用或决策支持，在多个领域均有应用，不同领域的构建方案与应用形式则有所不同，本节将以电商、图书情报（以下简称“图情”）、生活娱乐、企业商业、创投、中医临床、金融证券七个领域为例，从图谱构建与知识应用两个方面介绍领域知识图谱的技术构建应用与研究现状。	领域知识图谱	知识图谱	data	作用	辅助各种复杂的分析应用或决策支持	描述
如图9-2所示，领域知识图谱常常用来辅助各种复杂的分析应用或决策支持，在多个领域均有应用，不同领域的构建方案与应用形式则有所不同，本节将以电商、图书情报（以下简称“图情”）、生活娱乐、企业商业、创投、中医临床、金融证券七个领域为例，从图谱构建与知识应用两个方面介绍领域知识图谱的技术构建应用与研究现状。	领域知识图谱	知识图谱	object	包含	图谱构建	知识图谱
如图9-2所示，领域知识图谱常常用来辅助各种复杂的分析应用或决策支持，在多个领域均有应用，不同领域的构建方案与应用形式则有所不同，本节将以电商、图书情报（以下简称“图情”）、生活娱乐、企业商业、创投、中医临床、金融证券七个领域为例，从图谱构建与知识应用两个方面介绍领域知识图谱的技术构建应用与研究现状。	领域知识图谱	知识图谱	object	包含	知识应用	知识图谱
故而电商知识图谱的核心是商品。	电商知识图谱	知识图谱	data	内容	商品	知识表示
如果电商数据以知识图谱的方法组织，可以从数据的生产端开始，就遵循顶层设计。	知识图谱	知识图谱	data	内容	从数据的生产端开始，就遵循顶层设计	描述
如果电商数据以知识图谱的方法组织，可以从数据的生产端开始，就遵循顶层设计。	知识图谱	知识图谱	data	方法	电商数据以知识图谱的方法组织	描述
最后，与通用知识图谱比较而言，电商知识图谱有大量的国家标准、行业规则、法律法规对商品描述进行着约束。	电商知识图谱	知识图谱	data	内容	国家标准、行业规则、法律法规对商品描述进行着约束	属性文本
存在大量的人的经验来描述商品做到跟消费者需求的匹配，知识推理显得更为重要。	知识推理	知识推理	data	作用	显得更为重要	描述
在商品知识的表示方面，电商知识图谱以商品为核心，以人、货、场为主要框架。	电商知识图谱	知识图谱	data	内容	以商品为核心，以人、货、场为主要框架	描述
在商品知识的表示方面，电商知识图谱以商品为核心，以人、货、场为主要框架。	电商知识图谱	知识图谱	object	包含	商品知识	知识表示
目前共涉及9大类一级本体和27大类二级本体。	一级本体	知识表示	data	内容	9大类	数量描述
目前共涉及9大类一级本体和27大类二级本体。	一级本体	知识表示	object	由组成	二级本体	知识表示
目前共涉及9大类一级本体和27大类二级本体。	二级本体	知识表示	data	内容	27大类	数量描述
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	人	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	货	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	场	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	百科知识	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	行业竞争对手	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	品质	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	类目	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	资质	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	一级本体	知识表示	object	包含	舆情	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	人	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	货	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	场	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	百科知识	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	行业竞争对手	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	品质	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	类目	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	资质	知识表示	object	实例	一级本体	知识表示
一级本体分别为人、货、场、百科知识、行业竞争对手、品质、类目、资质和舆情。	舆情	知识表示	object	实例	一级本体	知识表示
人、货、场构成了商品信息流通的闭环，其他本体主要给予商品更丰富的信息描述。	本体	知识表示	data	作用	给予商品更丰富的信息描述	功能描述
如图9-3所示为电商知识图谱的数据模型，数据来源包含国内—国外数据、商业—国家数据、线上—线下等多源数据。	电商知识图谱	知识图谱	data	内容	数据来源包含国内—国外数据、商业—国家数据、线上—线下等多源数据	描述
如图9-3所示为电商知识图谱的数据模型，数据来源包含国内—国外数据、商业—国家数据、线上—线下等多源数据。	电商知识图谱	知识图谱	object	包含	数据模型	知识表示
如图9-3所示为电商知识图谱的数据模型，数据来源包含国内—国外数据、商业—国家数据、线上—线下等多源数据。	数据模型	知识表示	data	内容	如图9-3所示为电商知识图谱的数据模型	描述
如图9-3所示为电商知识图谱的数据模型，数据来源包含国内—国外数据、商业—国家数据、线上—线下等多源数据。	数据来源	知识融合	object	包含	多源数据	知识融合
图9-3电商知识图谱的数据模型电商知识图谱主要的获取来源为知识众包，这其中的关键就是知识图谱本体设计。	电商知识图谱	知识图谱	data	内容	数据模型	数据模型
图9-3电商知识图谱的数据模型电商知识图谱主要的获取来源为知识众包，这其中的关键就是知识图谱本体设计。	电商知识图谱	知识图谱	data	内容	知识众包	知识抽取
图9-3电商知识图谱的数据模型电商知识图谱主要的获取来源为知识众包，这其中的关键就是知识图谱本体设计。	电商知识图谱	知识图谱	data	内容	知识图谱本体设计	知识表示
图9-3电商知识图谱的数据模型电商知识图谱主要的获取来源为知识众包，这其中的关键就是知识图谱本体设计。	电商知识图谱	知识图谱	data	目标	主要的获取来源为知识众包	知识抽取
图9-3电商知识图谱的数据模型电商知识图谱主要的获取来源为知识众包，这其中的关键就是知识图谱本体设计。	知识图谱本体设计	知识表示	data	作用	这其中的关键	描述
此外，电商知识的另一个来源是文本数据，例如商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息。	文本数据	知识抽取	data	内容	商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息	属性文本
此外，电商知识的另一个来源是文本数据，例如商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息。	舆情	属性文本	object	包含	品牌	属性文本
此外，电商知识的另一个来源是文本数据，例如商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息。	舆情	属性文本	object	包含	型号	属性文本
此外，电商知识的另一个来源是文本数据，例如商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息。	舆情	属性文本	object	包含	卖点	属性文本
此外，电商知识的另一个来源是文本数据，例如商品标题、图片、详情、评价，舆情中的品牌、型号、卖点、场景等信息。	舆情	属性文本	object	包含	场景	属性文本
这就要求命名识别系统具有跨越大规模实体类型的识别能力，能够支持电商域数据、人机语言交互自然语言问题以及更广泛的微博、新闻等舆情域数据的识别，并且把识别出的实体与知识图谱链接，特别是商品属性和属性值涉及上千类别的实体类型。	命名识别系统	知识抽取	data	特点	跨越大规模实体类型的识别能力，能够支持电商域数据、人机语言交互自然语言问题以及更广泛的微博、新闻等舆情域数据的识别，并且把识别出的实体与知识图谱链接，特别是商品属性和属性值涉及上千类别的实体类型	描述
主要包括：●商品域：类目、产品词、品牌、商品属性、属性值、标准产品。	商品属性	知识表示	data	内容	类目、产品词、品牌、商品属性、属性值、标准产品	描述
主要包括：●商品域：类目、产品词、品牌、商品属性、属性值、标准产品。	属性值	知识表示	data	内容	类目、产品词、品牌、商品属性、属性值、标准产品	描述
最后，对知识图谱实体描述，除了基础的属性与属性值，很多是通过实体标签来实现的。	实体描述	知识表示	data	内容	基础的属性与属性值	知识表示
最后，对知识图谱实体描述，除了基础的属性与属性值，很多是通过实体标签来实现的。	实体描述	知识表示	object	实现	实体标签	知识表示
例如，在食品的标签生成中，知识推理通过食品的配料表数据和国家行业标准，如：●无糖：碳水化合物含量小于或等于0.5g/100g（固体）或0.5g/100mL（液体）；●无盐：钠含量小于或等于5mg/100g或5mg/100mL。	知识推理	知识推理	data	内容	食品的配料表数据和国家行业标准，如：●无糖：碳水化合物含量小于或等于0.5g/100g（固体）或0.5g/100mL（液体）；●无盐：钠含量小于或等于5mg/100g或5mg/100mL	描述
例如，在食品的标签生成中，知识推理通过食品的配料表数据和国家行业标准，如：●无糖：碳水化合物含量小于或等于0.5g/100g（固体）或0.5g/100mL（液体）；●无盐：钠含量小于或等于5mg/100g或5mg/100mL。	知识推理	知识推理	data	方法	通过食品的配料表数据和国家行业标准	方法描述
通过推理，可以把配料表数据转化为“无糖”“无盐”等知识点，从而真正地把数据变成了知识标签，并改善消费者的购物体验。	知识标签	知识表示	data	内容	“无糖”“无盐”等知识点	描述
通过推理，可以把配料表数据转化为“无糖”“无盐”等知识点，从而真正地把数据变成了知识标签，并改善消费者的购物体验。	知识推理	知识推理	data	作用	把配料表数据转化为“无糖”“无盐”等知识点，从而真正地把数据变成了知识标签，并改善消费者的购物体验	描述
大量的多源异构数据的汇集需要考虑知识的融合，主要涉及商品和产品两个核心节点知识融合。	知识融合	知识融合	data	内容	商品和产品两个核心节点知识融合	描述
大量的多源异构数据的汇集需要考虑知识的融合，主要涉及商品和产品两个核心节点知识融合。	知识融合	知识融合	object	包含	核心节点	知识图谱
主要利用大规模聚类、大规模实体链指、大规模层次分类等技术，依据商品或产品的图片、文本、属性结构化等数据。	大规模聚类	知识抽取	data	内容	商品或产品的图片、文本、属性结构化等数据	数据
主要利用大规模聚类、大规模实体链指、大规模层次分类等技术，依据商品或产品的图片、文本、属性结构化等数据。	大规模实体链指	知识抽取	data	内容	商品或产品的图片、文本、属性结构化等数据	数据
主要利用大规模聚类、大规模实体链指、大规模层次分类等技术，依据商品或产品的图片、文本、属性结构化等数据。	大规模层次分类	知识抽取	data	内容	商品或产品的图片、文本、属性结构化等数据	数据
大规模实体链指的核心是通过知识图谱的候选实体排序，把新的实体与知识图谱目标识别进行关联，从而把新知识融入知识图谱。	大规模实体链指	知识抽取	data	内容	通过知识图谱的候选实体排序，把新的实体与知识图谱目标识别进行关联，从而把新知识融入知识图谱	描述
大规模实体链指的核心是通过知识图谱的候选实体排序，把新的实体与知识图谱目标识别进行关联，从而把新知识融入知识图谱。	大规模实体链指	知识抽取	object	实现	目标识别	知识抽取
在新知识融入工程中，涉及不同数据源属性名称和属性值的映射和标准化。	新知识融入工程	知识融合	data	内容	涉及不同数据源属性名称和属性值的映射和标准化	描述
这就需要大规模电商词林的建设和挖掘。	电商词林	知识图谱	data	内容	大规模电商词林的建设和挖掘	描述
通常来说，电商知识图谱的实体量比通用知识图谱的实体量要大很多，选择存储方案时，需要考虑很多因素，例如支持的查询方式、支持的图查询路径长度、响应时间、机器成本等。	电商知识图谱	知识图谱	data	内容	实体量比通用知识图谱的实体量要大很多	描述
通常来说，电商知识图谱的实体量比通用知识图谱的实体量要大很多，选择存储方案时，需要考虑很多因素，例如支持的查询方式、支持的图查询路径长度、响应时间、机器成本等。	存储方案	知识存储	data	内容	需要考虑很多因素，例如支持的查询方式、支持的图查询路径长度、响应时间、机器成本等	描述
另一方面，考虑到成本因素，全量的图谱数据通过离线关系数据库存储，共包含实体表、关系表、类目表三种表类型。	图谱数据	知识存储	data	内容	实体表、关系表、类目表三种表类型	知识存储
另一方面，考虑到成本因素，全量的图谱数据通过离线关系数据库存储，共包含实体表、关系表、类目表三种表类型。	实体表	知识存储	object	实例	图谱数据	知识存储
另一方面，考虑到成本因素，全量的图谱数据通过离线关系数据库存储，共包含实体表、关系表、类目表三种表类型。	关系表	知识存储	object	实例	图谱数据	知识存储
另一方面，考虑到成本因素，全量的图谱数据通过离线关系数据库存储，共包含实体表、关系表、类目表三种表类型。	类目表	知识存储	object	实例	图谱数据	知识存储
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	知识图谱	知识图谱	data	内容	在线图查询和逻辑查询	查询类型
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	知识图谱	知识图谱	data	内容	在线业务相关的知识图谱子图	子图类型
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	知识图谱	知识图谱	data	作用	支持在线图查询和逻辑查询	功能描述
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	知识图谱	知识图谱	data	特点	为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储	描述
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	知识图谱	知识图谱	data	方法	在线图数据库来存储	知识存储
为了更好地支持在线图查询和逻辑查询，与在线业务相关的知识图谱子图采用在线图数据库来存储。	在线图数据库	知识存储	data	作用	存储与在线业务相关的知识图谱子图	功能描述
在应用方面，作为商品大脑，电商知识图谱的一个主要应用场景就是智能导购。	电商知识图谱	知识图谱	object	包含	智能导购	知识问答
在应用方面，作为商品大脑，电商知识图谱的一个主要应用场景就是智能导购。	电商知识图谱	知识图谱	data	目标	智能导购	知识问答
为了最大限度地保护知识产权，保护消费者权益，电商知识图谱推理引擎技术满足了智能化、自学习、毫秒级响应、可解释等更高的技术要求。	电商知识图谱推理引擎技术	知识推理	data	特点	智能化、自学习、毫秒级响应、可解释	描述
为了最大限度地保护知识产权，保护消费者权益，电商知识图谱推理引擎技术满足了智能化、自学习、毫秒级响应、可解释等更高的技术要求。	电商知识图谱推理引擎技术	知识推理	data	目标	最大限度地保护知识产权，保护消费者权益	描述
例如，上下位和等价推理，检索父类时，通过上下位推理把子类的对象召回，同时利用等价推理（实体的同义词、变异词、同款模型等）扩大召回。	上下位推理	知识推理	data	作用	检索父类时，通过上下位推理把子类的对象召回	描述
例如，上下位和等价推理，检索父类时，通过上下位推理把子类的对象召回，同时利用等价推理（实体的同义词、变异词、同款模型等）扩大召回。	等价推理	知识推理	data	作用	利用等价推理（实体的同义词、变异词、同款模型等）扩大召回	描述
以拦截“产地为某核污染区域的食品”为例，推理引擎翻译为“找到产地为该区域，且属性项与‘产地’同义，属性值是该区域下位实体的食品，以及与命中的食品是同款的食品”。	推理引擎	知识推理	data	内容	找到产地为该区域，且属性项与‘产地’同义，属性值是该区域下位实体的食品，以及与命中的食品是同款的食品	描述
9.3.2图情知识图谱的构建与应用[12]图情知识图谱是指聚焦某一特定细分行业，以整合行业内图情资源为目标的知识图谱。	图情知识图谱	知识图谱	data	被定义为	聚焦某一特定细分行业，以整合行业内图情资源为目标的知识图谱	描述
9.3.2图情知识图谱的构建与应用[12]图情知识图谱是指聚焦某一特定细分行业，以整合行业内图情资源为目标的知识图谱。	图情知识图谱	知识图谱	data	目标	整合行业内图情资源	目标描述
提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者。	知识搜索	语义搜索	data	内容	提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者	描述
提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者。	知识标引	知识表示	data	内容	提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者	描述
提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者。	决策支持	知识应用	data	内容	提供知识搜索、知识标引、决策支持等形态的知识应用，服务于行业内的从业人员、科研机构及行业决策者	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	知识本体	知识表示	data	被定义为	将新闻/XML、JSON和XML进行内容管理与自动生成报道转化为机器可读的信息源（RDF）	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	知识本体	知识表示	object	包含	内容管理	知识存储
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	知识本体	知识表示	object	实现	机器可读的信息源	知识存储
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义技术	知识表示	data	作用	对馆藏品各类数据资源进行语义组织	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义技术	知识表示	object	包含	语义组织	知识表示
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义组织	知识表示	data	内容	通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义组织	知识表示	object	包含	语义细化	知识表示
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义细化	知识表示	data	内容	通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	语义细化	知识表示	object	实现	知识服务	知识问答
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	多媒体资源标注	知识抽取	data	内容	通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	多媒体资源标注	知识抽取	data	作用	提供多样化的知识服务形式	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	多媒体资源标注	知识抽取	object	实现	知识服务	知识问答
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	知识服务	知识问答	data	内容	通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	内容管理	知识存储	data	内容	将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	内容管理	知识存储	object	包含	机器可读的信息源	知识存储
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	机器可读的信息源	知识存储	object	包含	RDF	知识表示
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	RDF	知识表示	data	内容	将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道	描述
英国的大英博物馆通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式[13]；英国广播公司BBC[20]在其音乐、体育野生动物等板块定义了知识本体，将新/XML、JSON和XML）进行内容管理与自动生成报闻转化为机器可读的信息源（RDF道。	大英博物馆	机构	data	目标	通过结合语义技术对馆藏品各类数据资源进行语义组织，通过语义细化、多媒体资源标注等方式提供多样化的知识服务形式	描述
